pincode,state,locality_name,area_type,year,population,total_crimes,crime_rate_per_100k,murder_cases,rape_cases,kidnapping_cases,robbery_cases,theft_cases,burglary_cases,fraud_cases,domestic_violence_cases,crimes_against_women,crimes_against_tourists,insurgency_incidents,flood_events,flood_affected_population,landslide_events,landslide_affected_population,earthquake_events,max_earthquake_magnitude,lightning_strikes,forest_fires,cyclone_events,road_accidents,road_fatalities,road_injuries,railway_accidents,aviation_incidents,emergency_response_time_minutes,annual_rainfall_mm,rainfall_variability_coefficient,max_temperature_celsius,min_temperature_celsius,extreme_weather_days,monsoon_onset_deviation_days,hospitals_per_100k,police_stations_per_100k,fire_stations_per_100k,mobile_network_coverage_percent,internet_connectivity_percent,road_connectivity_index,power_supply_reliability_percent,crime_score,natural_hazard_score,transport_safety_score,infrastructure_score,composite_safety_score,risk_category
782170,Assam,Jorhat East,Border Area,2020,3709,16,431.38,1,2,4,0,6,2,1,0,4,0,10,3,466,3,155,3,5.8,12,0,0,1,0,1,0,0,32.7,1508.0,0.216,34.2,8.3,19,18,31.6,7.4,1.9,79.3,53.5,30.2,42.6,46.08,46,100.0,33.91,58.32,Moderate Risk
782170,Assam,Jorhat East,Border Area,2021,3746,28,747.46,0,3,5,0,18,1,1,4,11,0,14,3,437,5,311,2,7.4,15,0,0,1,0,1,0,0,79.6,3692.0,0.326,34.8,19.4,17,13,35.0,13.0,3.4,62.2,43.7,58.0,37.3,6.57,40,100.0,38.09,43.11,High Risk
782170,Assam,Jorhat East,Border Area,2022,3783,12,317.21,1,2,3,0,2,2,2,2,4,0,11,1,598,1,46,2,3.6,10,0,1,1,0,2,0,0,56.3,1061.5,0.389,29.3,15.3,19,-18,26.3,3.6,1.1,69.0,28.6,34.2,63.6,60.35,76,100.0,32.89,72.21,Safe
782170,Assam,Jorhat East,Border Area,2023,3819,7,183.29,0,0,3,1,1,0,2,0,0,0,8,4,294,8,258,0,0.0,20,0,5,1,0,1,0,0,25.5,875.3,0.135,37.2,16.0,17,0,11.0,18.8,8.7,72.9,42.0,54.9,44.2,77.09,28,100.0,35.76,63.96,Moderate Risk
782170,Assam,Jorhat East,Border Area,2024,3856,21,544.61,0,4,2,2,8,3,2,0,7,0,11,4,607,5,341,3,6.8,19,0,0,0,0,0,0,0,51.7,2093.3,0.372,33.3,14.8,15,16,22.6,6.9,6.7,61.2,22.8,40.9,53.0,31.92,28,95.0,31.6,46.48,High Risk
782173,Assam,Dibrugarh Old,Urban,2019,17706,65,367.11,1,10,16,4,20,13,1,4,19,1,4,2,4275,2,692,1,4.1,14,0,0,6,0,6,0,0,24.6,1860.4,0.205,36.8,16.5,24,-15,72.5,41.3,5.0,69.0,106.5,126.3,102.6,54.11,70,100.0,80.98,73.04,Safe
782173,Assam,Dibrugarh Old,Urban,2020,17883,34,190.12,0,3,7,2,10,10,2,3,9,0,1,4,2851,1,1259,4,7.4,17,0,1,3,0,5,0,0,17.2,2927.6,0.236,34.5,11.9,21,2,23.8,20.5,14.8,74.2,126.8,120.8,122.7,76.23,46,100.0,60.99,71.58,Safe
782173,Assam,Dibrugarh Old,Urban,2021,18060,65,359.91,0,7,17,5,19,7,10,6,27,0,1,1,5324,2,571,3,6.7,10,0,0,2,0,3,0,0,18.1,1737.7,0.384,31.9,10.6,21,-19,31.6,37.9,14.4,79.3,53.1,93.7,137.8,55.01,64,100.0,69.67,70.42,Safe
782173,Assam,Dibrugarh Old,Urban,2022,18237,22,120.63,0,1,5,3,9,3,1,2,8,0,1,6,4860,7,713,3,3.7,13,0,0,17,0,36,0,1,15.4,2946.9,0.39,34.1,8.7,21,-5,42.6,35.9,6.7,79.1,93.6,99.2,95.4,84.92,4,100.0,66.63,62.59,Moderate Risk
782173,Assam,Dibrugarh Old,Urban,2023,18414,60,325.84,0,8,14,3,26,5,4,7,24,2,3,2,4920,2,1495,2,7.3,13,0,2,10,0,9,0,0,35.7,3250.0,0.368,31.4,14.3,22,19,67.5,16.5,3.3,79.3,106.5,79.0,109.7,59.27,64,100.0,64.67,71.41,Safe
782173,Assam,Dibrugarh Old,Urban,2024,18591,54,290.46,1,8,10,4,21,6,4,5,23,0,3,6,4027,2,1286,0,0.0,15,0,1,10,0,15,0,0,24.3,1472.7,0.351,36.5,15.6,16,18,23.3,44.1,16.9,60.9,116.1,103.1,127.2,63.69,52,100.0,67.17,69.61,Safe
782181,Assam,Nagaon Market,Industrial Area,2019,23410,48,205.04,2,4,7,6,16,11,2,10,25,0,1,2,1352,3,1680,2,5.2,9,0,2,7,0,15,0,0,28.4,2394.7,0.389,33.0,11.3,15,1,44.4,30.4,8.4,87.6,80.6,55.1,112.0,74.37,58,100.0,62.1,74.64,Safe
782181,Assam,Nagaon Market,Industrial Area,2020,23644,44,186.09,0,5,11,3,12,8,5,5,20,0,1,6,2308,1,1973,2,5.7,10,0,1,9,0,13,0,0,35.9,2905.5,0.212,35.0,11.1,15,12,23.7,34.3,7.6,78.9,65.6,78.2,103.8,76.74,46,100.0,58.73,71.53,Safe
782181,Assam,Nagaon Market,Industrial Area,2021,23878,46,192.65,0,8,12,2,16,7,1,7,21,0,3,5,2653,0,0,1,3.7,9,0,2,9,0,11,0,0,21.0,1801.8,0.137,32.2,19.8,17,9,13.7,35.5,7.2,74.7,50.4,114.1,67.3,75.92,64,100.0,55.72,76.34,Safe
782181,Assam,Nagaon Market,Industrial Area,2022,24112,76,315.2,0,12,17,4,27,9,7,12,37,0,1,6,5673,0,0,1,4.7,19,0,1,14,1,12,0,0,23.5,3499.4,0.207,32.2,18.0,13,18,49.4,30.4,8.0,88.8,77.3,56.3,76.9,60.6,58,14.29,58.84,48.07,High Risk
782181,Assam,Nagaon Market,Industrial Area,2023,24346,60,246.45,0,1,8,5,36,8,2,8,17,0,2,3,2730,2,1386,2,3.1,11,0,0,7,0,16,0,0,8.8,3544.2,0.338,37.5,10.8,13,19,32.7,29.9,1.7,61.2,68.9,101.7,119.7,69.19,58,100.0,62.51,72.87,Safe
782181,Assam,Nagaon Market,Industrial Area,2024,24580,87,353.95,1,14,15,8,37,11,1,8,32,0,1,4,5030,0,0,1,6.6,10,0,1,7,0,15,0,0,46.1,1700.3,0.129,30.5,9.2,17,18,33.8,11.6,2.4,66.3,98.5,64.4,76.3,55.76,70,100.0,44.2,69.93,Safe
782187,Assam,Silchar Market,Urban,2019,10383,46,443.03,0,6,7,2,20,8,3,4,16,0,4,6,1307,1,518,3,3.8,14,0,0,6,0,5,0,0,14.0,1894.4,0.37,35.4,19.7,21,-6,34.2,17.7,2.0,85.6,58.4,103.8,101.0,44.62,40,100.0,58.85,58.5,Moderate Risk
782187,Assam,Silchar Market,Urban,2020,10486,10,95.37,0,0,2,2,2,3,1,0,2,1,3,5,925,4,547,2,6.1,15,0,0,5,0,4,0,0,8.4,1014.6,0.251,33.0,16.5,23,-3,52.9,27.9,20.5,76.0,62.4,109.3,138.9,88.08,34,100.0,73.38,73.37,Safe
782187,Assam,Silchar Market,Urban,2021,10590,25,236.07,0,1,10,1,8,3,2,0,4,1,5,3,2154,2,342,1,4.4,14,0,0,6,0,6,0,0,8.4,3586.1,0.107,31.2,10.2,28,16,73.3,24.6,2.3,68.9,108.8,76.0,90.0,70.49,64,100.0,65.07,75.38,Safe
782187,Assam,Silchar Market,Urban,2022,10694,29,271.18,0,4,5,3,12,2,3,5,13,0,5,0,0,3,340,3,5.4,9,0,0,6,0,10,0,0,15.8,3570.4,0.257,37.3,8.8,14,-5,42.9,17.8,18.0,75.4,134.8,127.9,115.1,66.1,64,100.0,65.34,73.87,Safe
782187,Assam,Silchar Market,Urban,2023,10798,23,213.0,0,1,4,2,11,3,2,1,5,1,0,5,2589,3,686,0,0.0,13,0,1,4,0,9,1,0,34.2,1001.5,0.362,33.7,12.6,14,1,32.0,18.7,11.2,70.3,122.1,109.6,137.8,73.37,52,100.0,62.53,72.53,Safe
782187,Assam,Silchar Market,Urban,2024,10902,26,238.49,0,4,3,1,12,5,1,2,10,1,5,5,3070,5,634,3,5.3,4,0,0,8,0,9,0,0,24.8,2945.6,0.165,34.8,9.1,14,16,66.6,43.7,4.6,84.7,101.1,115.8,117.2,70.19,22,100.0,83.14,64.48,Moderate Risk
782190,Assam,Nagaon Hill,Semi-Urban,2019,6261,4,63.89,0,0,0,0,2,2,0,1,2,0,2,3,635,8,253,1,4.0,9,0,1,0,0,0,0,0,14.2,3977.3,0.144,29.0,13.3,21,-7,29.7,12.6,13.9,94.8,86.4,46.5,66.6,92.01,28,95.0,43.6,68.71,Safe
782190,Assam,Nagaon Hill,Semi-Urban,2020,6324,19,300.44,0,2,3,1,8,4,1,6,13,0,3,1,321,3,574,0,0.0,9,0,2,4,0,6,0,0,22.0,2873.2,0.283,28.7,8.8,32,-8,44.8,15.5,15.3,66.9,62.9,72.3,83.2,62.44,76,100.0,51.18,74.77,Safe
782190,Assam,Nagaon Hill,Semi-Urban,2021,6386,9,140.93,0,2,2,1,3,1,0,2,6,0,2,5,1160,2,251,0,0.0,15,0,2,3,0,4,0,0,25.8,1668.7,0.384,31.2,8.8,15,3,45.3,27.3,9.9,91.3,42.8,77.3,63.8,82.38,58,100.0,57.84,77.02,Safe
782190,Assam,Nagaon Hill,Semi-Urban,2022,6449,11,170.57,0,1,0,1,6,3,0,1,5,0,4,6,474,3,264,4,6.8,21,0,1,0,0,0,0,0,38.0,1683.6,0.369,30.4,8.9,15,-3,46.1,19.1,2.7,78.3,85.9,92.8,76.0,78.68,22,95.0,56.63,63.55,Moderate Risk
782190,Assam,Nagaon Hill,Semi-Urban,2023,6512,18,276.41,1,2,1,2,7,3,2,3,7,0,4,5,1882,2,167,3,5.4,11,0,1,0,0,0,0,0,47.0,2218.5,0.15,31.1,10.5,14,1,14.2,21.2,1.4,97.7,50.6,102.3,96.0,65.45,40,95.0,55.46,64.2,Moderate Risk
782190,Assam,Nagaon Hill,Semi-Urban,2024,6574,4,60.85,0,0,0,1,2,1,0,0,2,0,1,6,678,3,273,0,0.0,10,0,1,2,0,4,0,0,31.0,1415.3,0.126,34.3,12.7,15,2,24.2,32.9,8.7,75.4,49.1,56.8,86.1,92.39,46,100.0,52.23,76.36,Safe
782196,Assam,Barpeta Hill,Semi-Urban,2019,8940,18,201.34,0,3,4,1,5,5,0,2,9,0,1,5,1491,3,835,3,6.5,16,0,1,0,0,0,0,0,40.9,1990.4,0.36,35.3,8.3,23,-3,38.5,29.2,8.8,77.3,60.4,92.9,93.8,74.83,34,95.0,61.23,66.26,Safe
782196,Assam,Barpeta Hill,Semi-Urban,2020,9030,6,66.45,0,1,1,1,3,0,0,1,5,0,4,6,1123,4,597,0,0.0,14,0,0,1,0,2,0,0,15.6,970.3,0.328,33.8,18.0,16,-16,28.8,9.2,5.6,93.3,33.6,86.6,56.3,91.69,40,100.0,45.91,73.68,Safe
782196,Assam,Barpeta Hill,Semi-Urban,2021,9119,25,274.15,0,3,6,0,9,5,2,3,7,0,4,3,2063,1,905,2,4.7,12,0,0,0,0,0,0,0,29.3,1346.6,0.131,28.8,8.3,11,-9,16.6,22.9,6.0,68.6,53.5,45.1,75.7,65.73,64,95.0,41.6,70.12,Safe
782196,Assam,Barpeta Hill,Semi-Urban,2022,9208,28,304.08,0,3,4,2,14,3,2,3,8,0,3,8,1223,1,645,2,7.2,14,0,0,3,0,5,0,0,30.0,3100.9,0.112,33.6,9.5,17,-13,24.6,24.2,5.0,84.7,42.7,49.5,83.6,61.99,34,100.0,48.5,61.75,Moderate Risk
782196,Assam,Barpeta Hill,Semi-Urban,2023,9298,9,96.8,1,3,2,0,0,2,1,1,5,0,3,3,1931,1,744,4,4.8,8,0,1,1,0,0,0,0,23.9,3151.2,0.114,36.4,18.9,17,0,24.1,15.7,11.0,85.3,84.6,56.7,72.7,87.9,52,100.0,44.28,75.79,Safe
782196,Assam,Barpeta Hill,Semi-Urban,2024,9387,20,213.06,0,2,6,0,8,2,2,2,8,0,1,4,2494,2,841,2,6.7,16,0,1,2,0,4,0,0,13.0,3425.0,0.157,30.7,11.5,20,-4,19.0,11.2,1.7,86.8,70.3,95.7,56.1,73.37,52,100.0,44.32,70.71,Safe
783017,Assam,Jorhat Bazaar,Border Area,2019,4163,13,312.27,0,1,5,0,2,2,3,3,7,0,8,5,1070,2,203,4,5.6,11,0,1,4,0,7,0,0,39.9,1513.3,0.302,36.6,9.3,27,-19,32.2,20.0,8.1,61.4,35.7,39.3,46.8,60.97,34,100.0,38.84,60.42,Moderate Risk
783017,Assam,Jorhat Bazaar,Border Area,2020,4205,14,332.94,1,3,1,0,5,2,2,2,14,0,7,5,930,5,78,2,6.7,12,0,1,1,0,1,0,0,50.1,1567.0,0.34,28.7,14.8,17,0,32.1,13.8,9.8,90.0,39.2,51.1,57.0,58.38,28,100.0,43.39,58.17,Moderate Risk
783017,Assam,Jorhat Bazaar,Border Area,2021,4247,10,235.46,0,1,2,0,5,2,0,0,5,0,7,4,861,5,63,3,7.0,9,0,1,0,0,0,0,0,30.7,3835.7,0.147,31.9,9.7,24,-11,25.8,9.6,7.0,91.6,46.1,47.4,55.6,70.57,28,95.0,39.29,60.78,Moderate Risk
783017,Assam,Jorhat Bazaar,Border Area,2022,4288,14,326.49,0,2,1,0,8,2,1,5,10,0,6,7,671,4,240,2,6.7,18,0,1,1,0,1,0,0,18.4,1008.8,0.112,29.3,15.0,20,7,15.2,5.2,1.8,92.3,44.7,45.7,55.6,59.19,22,100.0,34.21,55.74,Moderate Risk
783017,Assam,Jorhat Bazaar,Border Area,2023,4330,16,369.52,0,4,2,2,5,0,3,1,9,0,14,4,512,1,59,2,4.4,15,0,0,0,0,0,0,0,59.3,2818.6,0.397,28.4,10.0,15,-18,20.4,19.7,1.5,60.4,27.5,42.1,59.0,53.81,58,95.0,37.31,63.71,Moderate Risk
783017,Assam,Jorhat Bazaar,Border Area,2024,4372,5,114.36,0,0,2,0,0,2,1,1,2,0,8,1,1195,2,108,2,4.0,13,0,0,2,0,2,0,0,61.1,1995.8,0.127,32.5,17.7,13,-5,9.9,16.5,3.3,89.9,42.3,60.2,53.4,85.7,70,100.0,38.97,79.89,Safe
783025,Assam,Nagaon Bazaar,Urban,2019,19553,49,250.6,3,6,10,3,13,8,6,3,19,1,2,2,4233,3,478,2,7.0,11,0,0,8,0,10,1,0,7.5,3399.4,0.235,31.9,13.2,21,-10,44.0,5.9,13.4,84.4,87.2,127.9,124.1,68.67,58,100.0,63.18,72.75,Safe
783025,Assam,Nagaon Bazaar,Urban,2020,19748,82,415.23,1,9,14,8,31,14,5,10,29,0,3,2,2219,1,754,3,5.0,12,0,1,8,0,10,0,0,30.3,1486.3,0.102,28.5,16.4,19,-17,24.1,32.5,16.0,68.9,112.3,123.8,122.6,48.1,64,100.0,65.88,67.62,Safe
783025,Assam,Nagaon Bazaar,Urban,2021,19944,49,245.69,1,3,15,1,23,6,0,6,21,0,4,2,2314,5,1003,1,4.4,7,0,0,3,0,3,1,0,24.5,2093.3,0.158,28.6,17.0,21,-1,17.3,18.8,4.5,73.8,125.7,127.9,124.6,69.29,52,100.0,59.65,70.82,Safe
783025,Assam,Nagaon Bazaar,Urban,2022,20139,12,59.59,0,1,3,2,1,2,3,2,6,1,1,2,2374,3,1321,1,6.6,11,0,1,8,0,12,1,0,36.1,1196.1,0.339,35.6,10.0,16,19,65.6,32.2,21.9,94.8,73.9,83.5,75.7,92.55,64,100.0,68.83,83.48,Very Safe
783025,Assam,Nagaon Bazaar,Urban,2023,20335,19,93.43,0,0,3,2,8,3,3,1,4,0,3,4,3854,3,1873,1,4.3,6,0,0,10,0,9,0,0,22.2,1948.8,0.394,30.4,17.5,19,-11,53.0,18.0,8.1,90.9,56.6,139.9,90.3,88.32,52,100.0,68.74,78.39,Safe
783025,Assam,Nagaon Bazaar,Urban,2024,20531,43,209.44,3,6,8,2,16,4,4,3,17,1,1,5,2257,1,1748,1,6.8,10,0,1,7,0,10,0,0,22.8,2469.3,0.36,31.4,10.8,17,1,22.8,33.2,14.2,65.9,60.1,65.0,92.3,73.82,58,100.0,52.64,73.5,Safe
783034,Assam,Silchar North,Semi-Urban,2019,2561,3,117.14,0,1,0,0,2,0,0,0,2,0,2,5,137,4,215,2,4.7,9,0,0,2,0,2,0,0,38.2,3534.3,0.164,36.3,12.2,13,14,36.8,15.8,10.8,63.1,64.9,78.8,74.5,85.36,34,100.0,48.21,69.9,Safe
783034,Assam,Silchar North,Semi-Urban,2020,2587,10,386.55,0,0,1,0,5,3,1,0,0,0,4,6,571,1,56,1,3.5,12,0,2,1,0,0,0,0,35.1,3166.8,0.118,30.8,9.1,20,15,43.3,31.8,9.8,88.9,63.2,62.0,82.1,51.68,52,100.0,59.31,64.62,Moderate Risk
783034,Assam,Silchar North,Semi-Urban,2021,2612,3,114.85,0,1,0,0,1,1,0,1,3,0,4,2,679,4,149,2,6.5,12,0,0,1,0,1,0,0,41.9,821.0,0.299,30.7,9.8,17,0,27.2,18.0,4.9,76.2,90.3,93.8,56.5,85.64,52,100.0,47.83,75.36,Safe
783034,Assam,Silchar North,Semi-Urban,2022,2638,7,265.35,0,1,1,0,4,1,0,0,4,0,4,4,698,7,161,5,3.2,13,0,0,1,0,1,0,0,38.6,2006.4,0.225,35.3,10.6,24,0,52.6,11.3,7.3,65.5,65.1,73.4,101.1,66.83,4,100.0,54.16,55.01,Moderate Risk
783034,Assam,Silchar North,Semi-Urban,2023,2663,2,75.1,0,0,0,0,1,1,0,1,2,0,6,5,433,2,183,0,0.0,8,0,0,1,0,2,0,0,10.4,1011.5,0.158,36.9,13.0,20,19,51.6,3.4,6.9,80.9,61.8,96.8,76.3,90.61,58,100.0,52.47,79.36,Safe
783034,Assam,Silchar North,Semi-Urban,2024,2689,9,334.7,0,1,4,1,1,0,2,0,2,0,3,1,186,2,209,1,3.4,16,0,0,1,0,1,0,0,41.3,2021.0,0.396,29.6,18.0,22,17,53.7,30.8,6.9,79.1,73.5,57.3,74.4,58.16,76,100.0,58.65,74.02,Safe
783047,Assam,Dibrugarh Market,Border Area,2019,1494,2,133.87,0,0,1,0,0,1,0,1,2,0,12,4,194,5,134,2,7.1,19,0,0,0,0,0,0,0,77.5,1103.1,0.337,29.9,14.1,24,11,29.8,7.9,9.7,73.8,42.6,59.4,36.2,83.27,34,95.0,36.09,66.7,Safe
783047,Assam,Dibrugarh Market,Border Area,2020,1509,10,662.69,0,3,3,0,4,0,0,1,8,0,11,8,191,6,59,2,4.8,20,0,0,0,0,0,0,0,14.4,3856.0,0.259,34.5,17.6,11,5,32.2,15.8,4.5,73.3,55.9,63.0,55.9,17.16,4,95.0,43.44,35.3,High Risk
783047,Assam,Dibrugarh Market,Border Area,2021,1524,2,131.23,0,0,1,0,1,0,0,0,0,0,9,6,270,3,122,4,5.4,10,0,0,0,0,0,0,0,62.2,1659.8,0.289,31.1,10.9,23,5,29.0,9.0,4.2,62.7,53.7,51.3,43.1,83.6,22,95.0,34.58,63.07,Moderate Risk
783047,Assam,Dibrugarh Market,Border Area,2022,1539,5,324.89,0,1,0,1,1,1,1,0,1,0,7,6,188,3,29,4,6.5,13,0,0,0,0,0,0,0,51.7,1081.2,0.246,29.6,17.0,22,-17,21.3,18.0,5.0,87.1,33.0,61.2,41.5,59.39,22,95.0,40.9,55.23,Moderate Risk
783047,Assam,Dibrugarh Market,Border Area,2023,1554,5,321.75,0,1,0,1,2,0,1,1,2,0,8,7,410,2,110,0,0.0,19,0,1,0,0,0,0,0,56.8,1694.9,0.389,35.8,8.7,24,-5,15.9,7.2,1.6,71.7,54.6,57.0,43.4,59.78,46,95.0,32.25,61.7,Moderate Risk
783047,Assam,Dibrugarh Market,Border Area,2024,1569,8,509.88,0,1,1,1,4,1,0,0,2,0,15,5,134,2,49,3,6.1,12,0,0,2,0,2,0,0,56.9,3175.8,0.229,34.1,10.9,25,17,8.7,7.5,9.1,81.4,30.1,61.1,53.2,36.27,40,100.0,33.67,53.06,Moderate Risk
783057,Assam,Guwahati Old,Tea Garden,2019,2997,4,133.47,0,0,1,0,2,1,0,1,1,0,1,3,581,3,113,2,3.8,16,0,3,1,0,0,0,0,55.2,809.6,0.158,29.9,10.2,20,8,14.4,4.4,9.2,85.3,42.3,53.3,64.0,83.32,52,100.0,34.96,73.26,Safe
783057,Assam,Guwahati Old,Tea Garden,2020,3027,4,132.14,0,1,0,0,1,1,1,0,2,0,1,6,841,4,110,1,5.9,10,0,0,0,0,0,0,0,53.9,3288.4,0.376,30.0,18.4,23,12,11.5,8.1,2.0,65.0,71.0,71.4,43.6,83.48,34,95.0,32.47,66.42,Safe
783057,Assam,Guwahati Old,Tea Garden,2021,3057,5,163.56,0,0,0,2,1,2,0,0,1,0,2,5,822,5,192,1,5.1,14,0,0,0,0,0,0,0,62.2,2014.4,0.178,34.5,19.0,15,4,22.5,17.9,9.0,70.9,37.5,56.0,53.9,79.56,34,95.0,39.94,65.79,Safe
783057,Assam,Guwahati Old,Tea Garden,2022,3087,2,64.79,0,0,1,0,1,0,0,0,0,0,2,7,656,5,300,3,5.5,22,0,1,2,0,4,0,0,24.5,2000.5,0.253,37.0,16.1,26,9,8.4,9.7,7.0,89.3,69.7,49.8,53.1,91.9,10,100.0,34.02,63.57,Moderate Risk
783057,Assam,Guwahati Old,Tea Garden,2023,3117,5,160.41,0,2,0,1,1,0,1,0,2,0,0,8,889,2,151,0,0.0,6,0,0,0,0,0,0,0,34.1,3864.4,0.328,36.3,11.9,18,-1,16.3,23.9,0.9,92.2,52.2,42.5,72.1,79.95,40,95.0,44.47,68.18,Safe
783057,Assam,Guwahati Old,Tea Garden,2024,3147,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4,421,5,137,2,4.6,14,0,0,0,0,0,0,0,36.0,844.8,0.21,30.8,18.9,20,19,15.9,18.9,6.1,84.7,65.9,52.3,54.6,100.0,34,95.0,40.01,72.95,Safe
783071,Assam,Guwahati Central,Semi-Urban,2019,3553,4,112.58,0,1,1,0,1,1,0,2,4,0,1,2,742,7,287,1,5.2,10,0,0,1,0,2,0,0,40.9,1201.6,0.399,37.7,15.5,25,18,31.1,30.3,15.7,74.6,56.9,91.7,75.7,85.93,40,100.0,56.45,72.72,Safe
783071,Assam,Guwahati Central,Semi-Urban,2020,3589,10,278.63,0,2,1,1,6,0,0,0,4,0,2,4,401,0,0,2,4.8,20,0,0,2,0,4,0,0,33.2,1490.0,0.377,33.8,14.2,32,9,47.0,17.8,12.5,60.2,70.1,75.7,62.6,65.17,64,100.0,49.43,71.95,Safe
783071,Assam,Guwahati Central,Semi-Urban,2021,3624,4,110.38,0,0,1,0,3,0,0,2,2,0,2,5,950,5,155,2,4.3,13,0,0,2,0,3,0,0,15.7,3177.1,0.174,31.7,10.1,18,-10,12.3,19.2,6.3,82.0,35.5,63.9,86.8,86.2,28,100.0,44.99,68.07,Safe
783071,Assam,Guwahati Central,Semi-Urban,2022,3660,3,81.97,0,0,0,0,2,0,1,0,0,0,6,7,925,5,364,1,3.1,12,0,0,1,0,0,0,0,35.9,2016.2,0.199,36.7,9.0,20,-8,38.6,3.7,15.9,96.8,65.9,78.3,89.9,89.75,22,100.0,50.44,68.06,Safe
783071,Assam,Guwahati Central,Semi-Urban,2023,3695,10,270.64,0,1,1,0,3,4,1,1,6,0,4,5,654,5,243,1,4.7,12,0,1,1,0,1,0,0,12.9,3299.0,0.224,31.7,9.7,21,2,18.3,22.9,14.7,61.1,72.4,94.7,100.6,66.17,34,100.0,51.69,63.53,Moderate Risk
783071,Assam,Guwahati Central,Semi-Urban,2024,3731,2,53.6,0,1,0,0,1,0,0,0,1,0,5,3,199,4,223,2,6.8,16,0,0,1,0,2,0,0,44.5,1751.4,0.346,31.3,17.7,22,0,18.8,6.7,14.8,87.2,93.2,95.3,90.7,93.3,46,100.0,47.31,76.19,Safe
783072,Assam,Guwahati Central,Rural,2019,3297,5,151.65,0,2,0,0,1,1,1,0,3,0,4,8,272,2,72,1,7.4,11,2,0,0,0,0,0,0,43.6,3609.0,0.136,34.5,8.1,22,0,20.1,13.8,1.2,78.9,47.9,25.5,49.9,81.04,22,95.0,33.72,62.09,Moderate Risk
783072,Assam,Guwahati Central,Rural,2020,3330,5,150.15,0,1,2,0,1,0,1,1,3,0,7,3,886,5,311,2,6.6,7,1,2,0,0,0,0,0,74.0,927.9,0.291,31.6,9.8,29,17,20.0,2.8,3.1,55.0,40.1,53.7,31.0,81.23,34,95.0,26.9,65.07,Safe
783072,Assam,Guwahati Central,Rural,2021,3363,3,89.21,0,0,0,0,2,1,0,0,2,0,3,6,738,4,305,4,5.3,13,2,1,0,0,0,0,0,54.0,3630.4,0.238,35.0,10.1,20,6,17.3,9.9,3.0,64.1,18.4,25.6,54.8,88.85,4,95.0,29.81,59.03,Moderate Risk
783072,Assam,Guwahati Central,Rural,2022,3396,1,29.45,0,0,0,0,0,0,1,0,1,0,7,6,726,6,250,3,6.2,13,1,1,1,0,1,0,0,48.1,2972.8,0.386,37.2,15.7,19,-16,10.6,10.5,7.8,86.9,50.3,24.9,54.6,96.32,4,100.0,31.3,63.04,Moderate Risk
783072,Assam,Guwahati Central,Rural,2023,3429,5,145.82,0,1,0,0,2,1,1,1,3,0,2,6,506,4,122,5,3.8,9,2,0,0,0,0,0,0,44.9,1573.3,0.299,34.4,18.9,23,10,10.4,10.8,3.2,56.6,21.8,25.6,42.5,81.77,0,95.0,25.43,54.91,Moderate Risk
783072,Assam,Guwahati Central,Rural,2024,3462,5,144.43,0,0,1,1,2,1,0,0,1,0,4,5,722,11,43,4,4.1,10,2,2,2,0,3,0,0,17.5,3019.8,0.217,28.7,9.6,21,-19,24.4,8.6,0.7,64.7,43.0,47.5,42.3,81.95,0,100.0,32.72,56.95,Moderate Risk
783074,Assam,Dibrugarh Valley,Urban,2019,14359,58,403.93,1,8,15,6,13,10,5,1,20,0,3,3,3288,2,539,1,6.1,14,0,0,10,0,18,0,0,22.6,1419.3,0.394,29.8,9.2,21,1,17.6,32.1,12.1,73.6,72.2,137.2,87.6,49.51,64,100.0,61.4,67.67,Safe
783074,Assam,Dibrugarh Valley,Urban,2020,14503,25,172.38,0,4,8,3,5,3,2,3,14,1,1,4,738,4,1115,2,3.8,10,0,0,6,0,11,0,1,14.2,1981.8,0.356,29.8,8.4,19,-4,74.2,18.6,13.5,86.9,66.9,80.7,95.5,78.45,40,100.0,66.74,71.13,Safe
783074,Assam,Dibrugarh Valley,Urban,2021,14647,45,307.23,1,1,11,2,19,7,4,7,17,1,1,4,1152,3,570,2,5.9,11,0,0,4,0,6,0,0,13.7,2146.7,0.313,35.8,12.6,23,13,51.6,35.9,8.5,78.1,79.3,78.9,104.0,61.6,46,100.0,67.41,67.1,Safe
783074,Assam,Dibrugarh Valley,Urban,2022,14790,57,385.4,0,9,7,1,22,14,4,4,22,1,2,4,1473,4,416,2,3.8,15,0,0,6,0,7,0,0,20.9,877.0,0.167,29.0,19.4,17,6,28.9,27.5,16.4,65.7,104.0,141.2,140.5,51.83,40,100.0,69.66,62.11,Moderate Risk
783074,Assam,Dibrugarh Valley,Urban,2023,14934,45,301.33,0,5,11,4,13,9,3,0,14,0,1,5,3943,3,388,0,0.0,9,0,0,4,0,6,0,0,28.0,3560.1,0.196,36.6,10.1,20,-18,33.3,41.3,19.3,82.7,92.1,119.1,131.8,62.33,52,100.0,74.88,69.91,Safe
783074,Assam,Dibrugarh Valley,Urban,2024,15077,55,364.79,0,7,8,5,13,12,10,3,19,1,1,1,2945,2,207,2,4.9,10,0,0,7,0,15,0,0,23.8,936.5,0.173,28.9,19.5,15,18,46.0,35.2,13.2,72.4,81.8,104.0,75.5,54.4,70,100.0,64.2,71.46,Safe
